,text,label_sentiment
12224,My daughter and I met in San Fran for a quick 3 days.  Chose this hotel for the name and was so impressed with it.  Great location.  Clean and modern.  Amazingly friendly staff.  Would definitely stay there again.,3
16537,"I personally think this is one of the best hotels in Fira! Really cute hotel, clean rooms and friendly staff. Short walk into town, market around the corner for drinks, snacks, fresh breakfast pastries and coffee. Bed was comfortable and it has a nice pool and spa (separate locations) although the spa was not heated. Quiet and relaxing stay, definitely recommend!!!",3
32336,"Lee, Nana and Mai were always such a great help with anything we needed!! They took very  good care of us!! Had an enjoyable stay at The Yama! Great for Couples and Families alike! I would recommend staying at The Yama!",3
53499,"Walking distance to many attractions such as Bugis Junction, Little India, MRT stations, bus stops. Very comfortable especially for family with children. So sad there's no swimming pool, and the laundry service is not included in their room amenities.",3
51897,"good environment, facilities are fully equipped, providing excellent and high quality service,especially getting warm hearted service from Danna Tan. would like to take shagari-la brand hotel as first choice next time.",3
38101,Lovely decor and ambiance is boho. Great staff and very hospitable. It’s few minutes from the Main Street so you get some peace and quite. Their herbal tea was very refreshing. The room is very functional and good use of space. Highly recommend if you’re staying in Bangkok,3
22297,Beautiful hotel. Great location near the Duomo and Galleria. Friendly and helpful staff. The concierge helped us plan our two days in Milan which was quite helpful. We thoroughly enjoyed our stay here.,3
10608,"Dated rooms and fixtures with minor issues. Zero frills. The shower was spacious and in good order, the bed was reasonably comfortable. The hallway could use a good vacuuming but the room itself was very clean and quiet other than traffic that is beyond anyone's control. The location across from Grant Park was nice. We had a corner room with a nice view. I loved all the windows but they did make the room very warm in the mornings. Luckily the AC worked like a champ. If you don't need much from a hotel other than a cool place to sleep and a good shower, this is very budget friendly and a good enough place to stay. ",3
33737,"Veriu at Broadway has become a home away from home when travelling to Sydney for work.  I enjoy it that much I have also stayed for a non work trip.  Timo and the team genuinely want you to have a lovely stay.  They make a real effort to make you feel welcome and that you have what you need.  The rooms are modern, spacious, with an industrial vibe and I’ve stayed in a few different layouts.  The beds are very comfortable and I appreciate the super white bed linen and towels, very fresh.   There are great features like a washer and dryer, which is useful particularly when you are travelling.  The kitchen is modern with both a gas cook top and electric oven, a family sized fridge, a dish washer, a coffee machine, and I love the green tea.  And for the nights you can’t be bothered cooking, you can ring down to reception and they will order your food from offsite and deliver it to your room, with the convenience of it being charge to your room. However, if you want, you can also walk about 5mins to Broadway shopping centre for lots of choice with food and shopping in general.  The wifi is fast and I love the Netflix setup on the tv. Thanks heaps for making the stays so easy and enjoyable.",3
48842,came to Singapore for a holiday.Rooms in this hotel were small but look new.Staff were generally friendly and kind to accord us early checkins.i had no idea wat the negtaives were from others but overall am satisfied,3
24638,"Hotel is nice, and the staff very friendly and helpful specially Max . Is close to everything, you can visit the main sightseeing areas which are located walking distance. Highly recommended  Maria   Peru",3
13508,"We’ve been staying here for about 15-20 years and have stayed at the hotel at least 20 times. It is consistently fabulous. The hotel staff are very attentive and helpful. The breakfast is simple but delicious. A typical French breakfast incl. yoghurt and fruit, croissants, cold meat, cheese and bread with coffee and juice. The rooms are small but adequate, with lots of natural light. The 3 night rate is always attractive. Close proximity to Bon Marche, the metro, cafes, restaurants and not that far the river, the Champs Elysee and other attractions. The foyer has been upgraded and looks fantastic. They will progressively upgrade the rooms. I hope the upgrade doesn’t push the room rate up too high because this is a hotel I want to stay at for the next 20 years. Free wi-fi. Highly recommended.",3
14300,We stayed here for 4 Nights at the end of October. We loved our time in Istanbul Hotel is close to Taksim Square close to loads of nice food and desserts shops and close to metro station as well. Hotel is in quiet street which is good if you have little kids breakfast is decent and staff were very friendly as well we have two kids all the staff were very nice  and helpful with them. Every floor has its own WiFi network so that's a positive as well. If we go again then we will definitely stay here its a nice hotel .Overall brilliant experience in Istanbul.,3
26594,"Me and my husband shared a room overlooking the pool. The room was very clean, up to standards. Service was straight to the point and the food was delicious. Their rooftop is a must try for scenic views!",3
41970,"This was a great find  - a beautifully decorated room with hand painted features, quaint light fittings, and well furnished.    Loved the old style lift with gate to close.  Receptionist could not have been more helpful with advise on exploring SF.  Hotel felt extremely Covid safe.   Breakfast if ordered the night before, was boxed up individually for you to collect, or eat in their small cafe.  Croissant, yogurt, fruit and juice.  Tea and coffee available.  Definitely would return to this gem of a hotel - full of character and French styling.",3
51951,"I had a weekend trip with my boyfriend to Hangzhou for a Trail Run event. After all the tiredness I had experienced from the race, we pampered ourselves well in this lovely hotel. I met a staff Alice Tong in the hotel who is also a running fan and participated in the same run who even won the female No.1 trophy. Following her recommendation, I tried the jacuzzi in health club. It is the right comfort I needed after four hours of workouts. Highly recommend their Hangzhou IPO (seasonal signature osmanthus draft beer) from their brewery which reminds me the scent of city in this season. Cheers to friend whom I haven’t met for a while in the evening is surely another highlight of the day! Love the food we had there too. We will return soon!!",3
13696,We used the kamala on a business trip. The staff was very helpful in orienting us to the city. As well as making sure we were fully tended to. The quiet space was complimented by a wonderful pool. Would highly recommend !,3
47428,"We just want to say a big thank you to Peter, Claire, Nui, Kan, Ja, Mark, Alisa,Ammy, Natty and everybody at the U for making our holiday so special. Everybody was so friendly and helpful. The beach and the swimming pool were lovely and we really enjoyed the open air restaurant in the evening. We would recommend a stay at this wonderful resort.  Justin, Won and Paul.",3
31175,"Loved the view from up top.  I didn't get to dine on the top floor during my stay, but I loved being able to access the patio and take in the view.  The staff at the front desk were very helpful. The room was quiet and clean. Breakfast on the lower floor was easy and efficient.  Great stay.",3
14818,My family and I book two rooms for 9 nights. We really had a pleasnt stay in PARK PLAZA. I really could feel Ms.Nina and Ms.Alexandra tried their best to give best services to my family and all guests.  Thank you very much . ,3
7034,Our family had a fantastic stay for 5 nights in January. Great value and fantastic service with a special mention to Philip on the front counter. He sent my daughter a fruit basket at the end of our first day after I had told him it was her first time in Sydney. He also happily moved us to another room when our A/C was not working properly.  Truly a great experience and my new place to stay in Sydney.,3
780,"The outdoor breakfast room has a relaxed atmosphere with plants and greenery.  Additionally, the breakfast staff were very friendly and provided terrific service. The rooftop garden and pool had wonderful views and it was enjoyable to spend time up there. The room was neat and clean. Chinatown and Clark Quay is within walking distance of the hotel and the access to trains and buses is excellent. We really enjoyed our stay at this hotel.",3
16567,"Booked this wonderful little place after finding it on booking.com several months ago. We wanted to spend a couple of nights in Santorini as hadn't been here for nearly 10 years and am so glad we found the Galatia Villas. From the moment you arrive you are made to feel welcome by the wonderful owners. The room that we had was away from the main block and was perfectly adequate and comfortable for our stay. Air conditioning was very good and the room also has a mini fridge. I also loved the pieces of art in the room.  We used the roof top terrace with the jacuzzi on our first afternoon and also spent a couple of hours relaxing at the pool. Breakfast is plentiful and I was surprised at how much you get. It is about a 10 minute walk into the centre of Fira which was not a problem for us, but if you have mobility issues please be aware that it is uphill. All in all highly recommended and would stay here again.",3
58783,"We hadnt even planned to go to djerba and had this place recommended by a kind man in our shared taxi, and it was great!  Its winter so we could use the pool but theres lots of fun events and activities still on the resort. Views were beautiful, rooms were lovely, food and drink plentiful. No coffee or tea in the rooms but they hve in resort as early as 3 am.  And the staff was amazing. The guys at the desk went above and beyond to make thd next leg of our journey exactly what we wanted! Thank you guys very much! ",3
19489,"This hotel is so ideal, it is exactly where you need to be sight seeing. There is some hills to approach the hotel. But it is doable. The hotel is spotless with no issues and was so helpful with tourist attraction booking.   I will never forget the lady on the bar on the rooftop bar on 19/05 who was present and took photos to me and my partner becoming engaged. She went above and beyond to make this so special. She took photos, and congratulated us. I’d like to thank her so much for making it so special and we will never forget her, I am gutted I never got her name. Thank you for you been present on the day I’ll never forget. Rome will always have a special place in my heart and hotel colosseum will be the a part of my trip I’ll never forget so thank you",3
33637,"First, the hotel is very new. It is just a few minutes walk from Gotanda Station. Most convenient amongst the hotels that I have stayed - one doesn't have to walk down or up lots of stairways inside/outside stations unlike many hotels that I had stayed before, though are also very close to railway stations but they are comparatively larger and more complicated.  The shower pressure is one of the best. Most impressive of all, the air conditioning is really maneuverable, unlike many of the hotels in Japan.  Another pro is that the supermarket annexed to Gotanda Station operates until midnight.  If you wish to rent a car for day trip like I had done, this hotel is perfect as car rental is just about two hundred meters away so you don't have to worry finding a carpark for the night, which is always expensive in downtown Tokyo.",3
49842,"We stayed at Melia in November (perfect time to visit Athens) and we were happy with our choice for the location and of course the services. The room was very good, the breakfast too, the hotel stuff very helpful.  The roof terrace has a spectacular view of Akropolis and there you can relax with a glass of wine or something admiring the view of Pantheon or Lycabettus Hill. The location of the hotel in excellent, Omonoia Square is 3 minutes walk, also can have a nice walk to Syntagma Square,  Akropolis, Plaka or Monastiraki, all that small specific streets, 30 minutes to Kallimarmaro Stadium. Take a rest on a terrace for a good coffee, or a bier and then at the end of the day walk back to the hotel, placed in the middle of all good things. It was a pleasure to stay in Melia and all the time when is possible we choose this brand and  we are never wrong. next time in Athens, for sure we'll stay again here.",3
16131,"We had an amazing time. Host was so helpful with planning our itinerary. Location was great, close to the train and walking distance to the centre.  Place was clean and great value for money. Would definitely recommend. Thank you so much! ",3
58044,"The hotel was beautiful and the room was lovely, very well appointed and smelled clean. The bed was rather firm for me personally but others might not agree.   Breakfast was very tasty and had a good selection of items.   The front desk staff was 50/50, some excellent and others rather cold, especially one young gentleman who looked at me like I was crazy when I asked a few questions. He could have politely smiled and said he wasn’t sure. The bellmen were very friendly and personable.   The location of the hotel was excellent for proximity to the station and the major sites.   I would recommend the Grandium based on the deal I got for the room. It was a last minute booking and I was pleased with my choice.",3
11764,"not so far from place to look around and eat!. perfect location to relax and chill. good quite Japanese style. people work there really nice! i will not recommend people that want party hardcore, its not for them. i am surely come again!",3
62461,"Great hotel, really nice breakfast, great service from arrival and all throughout stay, super clean and amazing swimming pool! The view from the room was just stunning (ask for a room higher up, it is worth the additional cost). ",3
24753,Room is small. A bit old. But their front desk service is highly appreciated. They will call you everyday and see what you need. A greeting in your quarantine days is warming your heart. They even sent me a gift to celebrate my quarantine stay at their hotel. Thank you Queenie for your kind help!,3
19265,"We stayed at the Palm Gallery for 2 nights in October 2022.  We had a room on the first floor with a private terrace.  There is lots of storage for clothing in this room.  Water pressure and hot water was excellent.  There was a mini fridge in the room -fyi the water in the fridge is not included but not overpriced. There is a hotel bar so it's handy if you want a drink including good coffee.  There is a hotel terrace where anyone can sit, and it was nice meeting other guests.  The staff is very helpful and always nice and all spoke English.  Due to our plans, we weren't able to have breakfast at the hotel, but it looked good (wasn't included in our rate).  This is in a residential area so the street is not busy with traffic. We walked to the hotel from the Rome Termini station, and it was OK but next time I will take a taxi to avoid the hassle of walking with luggage (carryon and backpack).  We walked to the main tourist area and it is about a 40 minute walk.  There is a grocery store nearby if needed. There are restaurants nearby too.  The taxi ride to the airport cost us $57 euros just so you know. If I ever go back to Rome and wanted a hotel not in the main tourist area I would stay here again in the same room and recommend it to my friends and family.",3
41311,"This is a nice hotel with a great location. It’s right on the beach. There are 2 heated pools (separate for kids/families) with full service bar/food. You can walk right out to the beach where you get complimentary beach service, water, and full bar/food service. The rooms and bathrooms  are clean. Overall great experience.",3
56905,"I visited the red roof in plus because I had no power or water and needed a warm place to stay. Sandy could not have been kinder. She upgraded me to a nicer room, made sure me and my dog felt at home, and was super kind to my parents when they called in for me because my phone was dying without power. Thank you for letting me check in early, stay late, and for showing me so much kindness. I wouldn’t stay anywhere else even if I had millions. Thank you so much to your team here!",3
28614,"This hotel was perfect , easily walkable to the Blue Mosque and Topkapki Palace. A little difficult to find so be sure to get good directions from the hotel. Rooms were good and the views from the breakfast terrace were excellent. They were really good when i realised i had booked an extra night by mistake and they never charged us. All round a pretty good hotel !",3
48274,"I have stayed here for a number of years now. This year, I have particularly impressed by a few thoughtful services- Icy cold water after a day out, luggage service beyond the duration of my stay, and tax refund information. Staff are always very friendly and helpful. If I may point out one thing to improve, it is the room cleaning time. They came in to clean at around 6 pm when I came back from outing.",3
33462,"I have visited Austin monthly for the past 2 years for work. This is my go-to spot. Clean, close to everything, updated rooms and the staff is always impressive. Big thank you to Anja on the  operations team for the continued above and beyond service and special thanks to Clint David Thomas and cole in the valet team for always making me feel like I’m visiting home!  If you are a repeat traveler, the archer goes above and beyond to make your trip special and fun (I have a new celebrity photo in my room each visit for laughs and the valet crew has the car ready with no wait, water and ac on every morning.   If you’re traveling for fun the location is ideal. ",3
10126,"Nice, clean and comfortable hostel.  Friendly staff.  They responded very quickly to requests.  Special thanks to the hostel employee Simone, who settled my daughter in a great place and with good conditions.  I am happy for my daughter and will recommend this wonderful place to our friends.",3
63844,"You can't go wrong staying here. It is by far one of the best places we've booked. Our hostess was charming and very focused on making sure we had a wonderful stay. She provided maps, tips and went so far as to walk us through that area of town the night we arrived on her way home. She also helped us with a tour company we'd booked when they didn't want to come to our hotel to pick us up.   The hotel / B&B is in a great location, close to a pedestrian area and shopping, as well as the Galata Tower. We found it very easy to get around from there. Our room was very spacious and had a bay window; the bath was modern and large. Towels and linens were lush and plentiful.   Breakfast was up on the terrace or across the street at a related hotel. The food was excellent at both, we enjoyed the variety offered.    You'll be very happy if you select Dila Suites for your stay. ",3
42622,"After having to disembark from our cruise early yesterday we arrived at 8 a.m. to Bar B&B. They held our luggage while we walked down to the beach and rented the city bikes to ride the path & see the area. Charlie gave us a small map & pointers as where to eat and what to avoid so we didn't get caught up in the tourist exploitation. He even called us when our room was ready. The bed was super comfy and we slept amazing for about 10 hrs! We awoke to coffee & tea on the patio along with yogurt w/ granola & fruit....then made to order yummy omelets! Charlie  even helped load our suitcases into our Uber car this morning. Carlos was the evening host who also seemed very friendly & helpful. However, we crashed hard after we returned from an evening Bay tour. We will definitely return to Bar B&B for our next Miami visit!",3
12419,"This is a small, clean, friendly run hotel which is situated perfectly to start your visit in Athens. Close to Syntagma Square, but on a relatively quiet street parallel to Ermou Street, you can walk to all relevant and interesting places. Close to Plaka and Monastiraki Square and a perfect view of the Acropolis when sitting on the terrace for breakfast. Highly recommended and good value for the money!",3
9120,"Whilst the Four Points Sheraton is categorised as a business hotel, I was well impressed by the care and attention of the staff, especially Daniel, Reena, Naythan, Sabir, Meryl and Ashish of the front desk team.   Thank you and keep up the good spirit and work you’re all doing.",3
65948,"The Driskill is a beautiful historic hotel. The bar has excellent food and drinks. We were there almost every night. Friendly staff and great apps. We loved the atmosphere and the service of the Driskell from the front desk, to housekeeping to the bell hops. Thank you for a great stay!",3
43874,"First time in this Hotel, a very good surprise, overall is perfect, good location. Front ofice people very simpatic and helpfull.  The rooms are good, very good bed, bathroom very good. cleaning service very good as well.",3
13258,"perfect location in Makati! The food is awesome and the staff is very attentive! And you get value for your money. I am a fan!  if you are looking for a good business hotel or even to come with your family, I think this is a great choice.",3
47716,I have spent a month here on business and the hotel and staff have been excellent. Most nights I have had dinner at the buffet and it has always been good. Enough variety and change to keep it interesting and the desserts are very good. I will stay here again.,3
63894,"Words cannot describe our stay at Dila Suites, incredible in every sense of the word. Where to begin..........the property is outstanding, beautiful, comfortable, impeccably clean and very spacious. The location is excellent, close to everything, only steps to restaurants, shopping, transit, etc., you simply could not ask for a better location.   The daily breakfast was fabulous and was a great time to sit and exchange stories of our adventures with other guests. It was a very intimate setting which we very much enjoyed. The big plus was the rooftop patio which offered an idyllic view of Istanbul at a wonderful vantage point.  The most AMAZING part for us was both Deniz and Ali, the owners of Dila Suites. We have NEVER come across more gracious, kind and warm people. No matter what we needed they went out of their way to accommodate us. We thoroughly enjoyed our time with Deniz and Ali, many thanks for a wonderful two weeks it was simply amazing because of you! Until next time........sonsuza dek değil Şimdilik hoşçakal.",3
12494,"Omvir Singh, has been great housekeeper, the cleaning that has been done by him is really nice. Overall the experience has been great and I would recommend anyone who is planning to stay at Aerocity Delhi, to give a visit to ibis. ",3
14668,"We have been going to Edsa Shangrila for family staycations for a long time now. It's our whole family's favorite quick getaway. We feel most comfortable and taken cared of at Edsa Shangrila.   Our kids especially love swimming in the pool. We would like to give a special shout out to Sir Manny (lifeguard) for chatting with our 2 boys from time to time and for always keeping our kids safe while swimming. Thank you too to Sir Oteph Silvan, lifeguard for taking care of us.   For my husband and I, we enjoy having drinks and peanuts at the Pool Bar made relaxing and easy with the impeccable service headed by Mavic and the whole Pool Bar team, Chef Anthony and Nikki!   Of course, the whole stay won't be complete without experiencing dining at The Heat. We are most at home with our friends at Heat namely, Kap Mike Cifra, Angelica Banal, Stephen Manuel, Vergel Siason, and of course with Chef Anthony Catipay.  Special shout out too to Luigi Bautista, Service Associate from guest service center who always took care of our Heat dining reservations and for the care he has has given us during our stay.  Thank you too to Sheryl Meneses for her attention to details in keeping our rooms so clean and comfy.  Edsa Shangrila is definitely a place we call home because of the great accommodations and the excellent service of people who work there that have become our good friends as well. We'll definitely be back because of them. ",3
9475,"A short walk from the central train terminal, which we used from Florence. Front desk was welcoming and friendly. They were extremely helpful recommending restaurants off the tourist track—3/3 winners. Rooftop bar had great views and excellent (but expensive) drinks. The room was decent sized and well appointed. Housekeeping was very good. The reason for 4 stars rather than 5 was that 2 times we asked for wake-up calls, but didn’t get them! Fortunately, we used our phones as backup. Before our last night, we happened to speak with the night manager about the problem and he assured us that he would come through for us—and he did. I would return here.",3
14088,"The staff are excellent and make your stay all the more pleasurable. Views from the rooms near the clubhouse are fantastic. Although the hotel is on the side of a hill, the 'buggy' service was fast and efficient. Highly recommended.",3
17463,"The 1 Hotel is a really great hotel. Modern luxury and the location is awesome.  Our suite is gorgeous and spacious and breakfast buffet is fresh and delicious. The staff is very friendly and attentive. Especially Chris, Chez, Alberto, Lucas and Brenda. We‘ll definitely come back!",3
31689,"our stay was only for one night however the  room was clean and nice,front desk was very friendly and took care of the extras we requested without any problems, breakfast room was nice and cozy would definitely stay here again",3
19943,"The room I got was clean.  There is a huge TV.  I appreciate the wifi, the clean towels and bed linen. The hotel is in a great location very central with lots of good restaurants within walking distance.  The shampoo, conditioner and body wash smell very nice.  Lemon water, apples and cookies are always available. The staff was courteous and welcoming.  Buses are a short distance away.  I would love to return to this hotel on a future visit to the city.",3
59728,"very good comfirtable hotel with nice comfirtable rooms, good kind hosptality working team with wide smile  the food was very very very nice, delcues diffrent cultured kichen, they have nice spa theat I like",3
26860,"The staff were attentive, friendly and seemed to genuinely care about me and my needs. The room was clean and very well appointed. The bed was amazing. I had the best night's sleep I've had in a while!!",3
61494,I stayed at the hotel for two nights and enbotrenden it a lot. Great hotel. Free ramen every evening. Nice room.  Way to cheap for the standard! Possible to do laundry as well.   I would definately come back here.,3
35486,"First visit to Rome and when I return I will be staying here again. Checking in took all of a minute, absolutely no dramas. Staff very polite and friendly. We were told if we needed anything we only had to ask and this promise was kept on numerous occasions.  Our room was just what  we needed ie a base to venture out and see the sights. It was very clean, plenty of room and cool as the  ( free ) a/c was on. Room was cleaned on a daily basis. It was also very quiet. The location was great as its not on top of all the sights but in a position where you can easily take a leisurely walk to them or get the metro which is a pretty short walk away. The area has cafes/restaurants so you can take your pick. We used the rooftop bar a couple of times and it is really laid back and soothing after a day of seeing what Rome has to offer. Again, the bar is immaculately clean and the staff will leave you  alone or have a chat depending how busy it is. I would like to thank the management for having such a great place. But the place only works because of your wonderful staff so thank you to Cecilia,Renato and Alissia in reception and Daniel, Giorgio,Nicolo and Alissandro in the bar.  I hope I spelled your names correctly if not I apologise. Thanks for having us and we shall be looking to revisit in the near future.  In summary, just book this place. You wont regret it.",3
50207,"Excellent hotel in Kuta Stayed in hotel from May 27 to May 30. Rooms were big and comfortable. Bathrooms were amazing. Well maintained pool. The staff were lovely and breakfast was mouthwatering. Countless restaurants, pubs (Don't worry. You will not get disturbed.) , massage centers near hotel. Will definitely recommend.",3
11815,"Ari & Adrian were the best hosts while waiting for our table on the rooftop. If you’re not feeling like waiting more than an hour to go to the rooftop - the Lobby Bar at Sofitel is the best option.  Don’t leave without trying the mezcal flight, they all good, my favorite was “The lost explorer” that Adrian was so kind to recommend me.",3
64090,My sister and I visited Athens for the first time and we were very impressed with the Divani Caravel. We received a COVID friendly reception and were fortunate to be upgraded to an executive room. The hotel was quiet but that was to be expected and the restaurant was closed however 24 hour room service could be arranged if wished.  We ate out locally and there were plenty of restaurants to choose from. Highly recommend the rooftop pool and bar having enjoyed Cosmopolitans overlooking the Acropolis and Parthenon at dusk when the sunset was magnificent and were able to see the lights switch on at the Acropolis.  Would return again as Divani Caravel was located in a good location. The beds were comfortable and the bathroom spacious with plentiful supplies of toiletries.   Thank you for a wonderful stay would have no hesitation in returning.,3
49071,"We have just spent 11 nights at The Grand, Moon Palace for our honeymoon and had a fantastic time. This isn’t the type of trip we would usually go for, but the resort was recommended to us and, as it was a special occasion, we decided to really indulge and have a relaxed holiday.  It is clear on arrival that The Grand is really a place for money and indulgence and the theme carried throughout the holiday. From the luxury room to the restaurant service, concierges at the pool and room service, everything you could want is at your fingertips (see below re. app).  The room itself was beautiful, lots of space, plenty of storage and a gorgeous whirlpool bath which was a perfect distraction for the occasional early thunderstorm. The mini-bar was kept stocked daily with soft drinks and snacks and of course, your very own spirit dispenser with rum, gin, tequila and vodka.  It was mostly American guests… I think we came across a total of 4 other British couples/families while we were there. Being our first time in Mexico, I couldn’t comment if that’s the norm but everyone we directly spoke to was very friendly and just there to enjoy the glorious sunshine and exceptional service.   With 11 nights to utilise, I thoroughly researched before we went. I highly recommend downloading the Palace Resorts app, where you can see all restaurants and their menus beforehand and, once you arrive you can link the app to your booking and use it to make reservations/order room service. Knowing of this before we travelled helped to make sure we sampled as many of the bars and Al a Carte restaurants as we could. Most highly recommended are:  -	Tapas y Vino – the perfect way to start your evening. It’s the first bar you come to as you enter the Lobby from most golf carts… bitesize tapas to get your evening started (our trip was in May/June so thunderstorms meant we retired to our room to get ready and head out around 6 when our meal was booked for 9pm)  -	Habibi – I overheard a lot of Americans saying they had never tried Lebanese food before, which surprised me. This restaurant has a large menu of sharing plates (mezzes) much like Greek or Turkish and we loved almost every dish we tried. We went once for evening meal and on another occasion for lunch. The only complaint I had was that the Tabbouleh was too salty, but I suppose that’s my fault for ordering salad on holiday!  -	Cusco (breakfast) – we didn’t go for lunch and the evening meal wasn’t our favourite (probably down to our choices). But breakfast is much quieter than the Grand Buffet, had pretty much the same offerings and the service was outstanding.   -	Le Chateau (adults only) – service was impeccable, a real treat, especially for a couple on honeymoon. Welcome drinks, bottles of wine for the table, exquisite food and a surprise dessert we didn’t order to enhance our celebrations. We went back for our final night, it was so good. I would highly recommend the duck or entrecote for mains.  - The Library (adults only) - the speakeasy bar, located downstairs is ""hidden"" behind the bookcase (not very well hidden as the door was almost constantly open)... They have a great selection of cocktails and if nothing on the menu takes your fancy, they will make whatever your heart desires.  The Boulangerie has a huge array of sandwiches, cakes, crepes and ice creams, as well as hot and cold drinks. We had a couple of trips booked which left very early in the morning - we picked up a couple of sandwiches the night before as we didn't have time for breakfast.  Unfortunately, there were groups of what I could only describe as “middle-aged frat boys” who were unnecessarily loud (considering we were in the “up market” part of the resort) and several spoiled teenagers who were drunk and very disrespectful to staff; and being honest, their parents were exactly the same (I was embarrassed for them!) We avoided these people mostly throughout the holiday, but when we did encounter them, it made me so angry. The staff handled this immaculately and they are absolute saints for this! All I can say is, if you’re reading this and this was you; please learn basic manners! Don’t shout at staff who are doing their best to attend to your every want and need and be mindful that there are couples and families around you, trying to enjoy their meals.  Special mentions for:  -	Laura @ Tapas y Vino -	Martin @ Cusco (breakfast) -	Nesto – Le Chateau -	Jesus – Unique Day Club -	Chris – The Pub (Nizuc)  Honestly, all of the staff were incredible, but those mentioned served us multiple times, for the majority of our stay at The Grand. They really got to know us, and we hope we got to know them a bit more than the average guest.  Although technically your tips are included in the cost of your stay, a little extra is greatly appreciated by the staff, as in all hospitality jobs around the world.",3
15256,"The resort is amazing ! The staffs are really friendly and helpful! The food is amazing even we mainly eat breakfast at the resort ! The kids club is great. The kids are really happy and are always willing to go go the kids club to have fun. Travelling to Mauritius , Fiji , Seychelles and Sanya in China. This trip to Phuket was one of the best . Marriott thank you for this amazing experience. I’ll be back one day for sure. Thank you to everyone",3
41656,"The location was perfect, between Fira and Imerovigli, away from crowds and noise. The views are stunning and management is very accommodating. I had communicated with them before arrival and arranged airport and port transfers, as well as a private tour of the island. They were responsive and all worked out beautifully.  We arrived before the room was ready and we were referred to a nearby restaurant which was just what we needed. I only missed not having a pool one afternoon when we were tired and it was hot and a pool would have been nice but we weren’t expecting it and just sitting in the balcony enjoying the stunning view was enough relaxation. Chrisoula , Nikki , Mario and the gentleman who brought us breakfast every morning ( so sorry I didn’t get your name)  spoiled us. I would definitely return.",3
43916,This is a wonderful location and the hotel room is very spacious. The staff is very friendly and helpful as well! I would highly recommend staying here. You also get breakfast included. Also it was quiet for sleeping and you have a ton of room. ,3
58035,"We have spent here just one night. We were welcomed by very nice staff. In the morning - perfect breakfast, eggs, omellets,  very good hot buffet. Location is perfect too - very close too Wenceslav Square.",3
45608,"Very good value hotel, close to transport, shops etc.  Nicely decorated comfortable rooms, staff were friendly.  Breakfast was nice.  WiFi worked ok but was a bit slow at times.  Would definitely stay here again.",3
54159,"I was amazed by how well this hotel was designed, I just love their interior design! It is filled with authentic vintage furniture and everything is just so pleasant to look at. The room were spotless and was equipped with all we needed. They gave us a small snack pack as welcome gift to this hotel upon check- in. Not just the style the hotel also gives a homey feeling by their friendly and knowledgeable staff who speaks fluent English and other languages. They are located right by the subway station (Jongno 3 sam ga) exit 4, it was also very easy for us to travel within the subway and airport. We will definitely come back. Thanks for making our trip perfect!",3
62218,"Perfect place to go anywhere, kind staff and comfy place, you can easily go to center of entertainment, many perfect hotel to stay with your friend, family or colleges, the clean are good, everything is good, love the place and love the food, its absolutely peefect",3
63326,My husband and I stayed in this hotel Jan 23. The hotel is lovely!! Very clean and staff were all helpful and pleasant. The location is brilliant and a short walk away from all the main attractions! It is also a stones throw away from central station.  We also asked for a room with a view due to it being my husbands birthday which was granted!,3
20908,"Very clean Hotel , Room and room service was great. On top of it was the Breakfast team. Ben,Marrielle,Ellaine,Joel,Lady Rowelan. Thank you for making our nanny cry with your sweet Birthday Cheer! We really appreciate it! Excellent service!    We enjoyed our stay!   Keep up the good work guys! Thumbs up! 👍🏻",3
4977,"Immaculate and luxurious resort. 3 different pools, beach massages, and fantastic breakfast. SUP and kayaks included. Great service. Shout out to our concierges Oy and Joy for helping with so many planning details!",3
56186,"We loved this hotel! The rooms are very clean,  beds comfortable,  staff extremely friendly and breakfast delicious.  The location is very close to the Central Train station for trains coming in and out of the city (we took the bus from airport to the station) and close to the metro. I suggest getting a 1 or 3 day metro pass depending on how long you are here.  We were here for 2 days but got a 3 day pass.  Well worth it as the metro makes getting around the city so easy.   The breakfast at the hotel has everything you could ask for and all delicious.   At 5:00 you can go to the hotel bar for drinks that come complete with snacks.   I would highly recommend staying here.  ",3
52952,Stayed overnight as attending a concert at Olympic stadium . Hotel is spotlessly clean .All staff very nice and good selection of food and drink on offer . Small walk to the underground so easy access to any London sights .,3
30882,One of the hotels in China with a HiTech bathroom mirror. I was really fascinated when I saw it. The rooms are quite big with a window seeing almost all nearby establishments. Breakfast buffet is really really good with a selection of breads and pastries which I loved very much.,3
49128,Had an excellent dinning experience at Cusco restsurant in the Grand Moon Palace. You cannot go wrong with any of the choices so I recommend trying them all. The dinning experience was made extra special thanks to the friendly customer service of Edgar and Jesus,3
62485,The infinity pool on the roof was amazing! Breathtaking views during the day and especially at night. Great poolside service with excellent drinks and food.  The staff was very friendly and accommodating. They noticed it was my husband’s birthday during check-in and had cake delivered to our room. The rooms were very nice and comfortable.,3
37446, Great service from all staff especially Anil and yubraj . They were very friendly and professional throughout. Always willing to go the extra mile to ensure our experience was exceptional.the breakfast at origin was delicious with variety of dishes.Amazing view from the infinity pool with golf course view .life guards were very friendly. Always attentive with an eye for detail. I would gladly recommend Vida Emirates hills especially if you like a laid back relaxing holiday.,3
